Size,WC
235900,0.0000004000
236000,0.0000006000
236100,0.0000002000
236200,0.0000006000
236300,0.0000004000
236400,0.0000004000
236500,0.0000006000
236600,0.0000004000
236700,0.0000002000
236800,0.0000004000
236900,0.0000006000
237000,0.0000006000
237100,0.0000006000
237200,0.0000004000
237300,0.0000004000
237400,0.0000004000
237500,0.0000004000
237600,0.0000002000
237700,0.0000004000
237800,0.0000006000
237900,0.0000004000
238000,0.0000004000
238100,0.0000006000
238200,0.0000006000
238300,0.0000002000
238400,0.0000004000
238500,0.0000004000
238600,0.0000004000
238700,0.0000006000
238800,0.0000006000
238900,0.0000006000
239000,0.0000006000
239100,0.0000006000
239200,0.0000006000
239300,0.0000006000
239400,0.0000006000
239500,0.0000004000
239600,0.0000006000
239700,0.0000004000
239800,0.0000004000
239900,0.0000006000
240000,0.0000006000
240100,0.0000004000
240200,0.0000004000
240300,0.0000006000
240400,0.0000004000
240500,0.0000008000
240600,0.0000012000
240700,0.0000006000
240800,0.0000006000
240900,0.0000004000
241000,0.0000004000
241100,0.0000006000
241200,0.0000006000
241300,0.0000004000
241400,0.0000002000
241500,0.0000006000
241600,0.0000006000
241700,0.0000004000
241800,0.0000002000
241900,0.0000006000
242000,0.0000006000
242100,0.0000004000
242200,0.0000006000
242300,0.0000006000
242400,0.0000004000
242500,0.0000002000
242600,0.0000004000
242700,0.0000006000
242800,0.0000006000
242900,0.0000006000
243000,0.0000004000
243100,0.0000004000
243200,0.0000004000
243300,0.0000006000
243400,0.0000002000
243500,0.0000006000
243600,0.0000006000
243700,0.0000006000
243800,0.0000004000
243900,0.0000006000
244000,0.0000004000
244100,0.0000006000
244200,0.0000002000
244300,0.0000004000
244400,0.0000004000
244500,0.0000004000
244600,0.0000004000
244700,0.0000004000
244800,0.0000004000
244900,0.0000006000
245000,0.0000006000
245100,0.0000004000
245200,0.0000006000
245300,0.0000006000
245400,0.0000004000
245500,0.0000006000
245600,0.0000004000
245700,0.0000006000
245800,0.0000006000
245900,0.0000006000
246000,0.0000004000
246100,0.0000004000
246200,0.0000004000
246300,0.0000006000
246400,0.0000004000
246500,0.0000004000
246600,0.0000004000
246700,0.0000004000
246800,0.0000004000
246900,0.0000004000
247000,0.0000006000
247100,0.0000004000
247200,0.0000006000
247300,0.0000004000
247400,0.0000002000
247500,0.0000006000
247600,0.0000004000
247700,0.0000004000
247800,0.0000004000
247900,0.0000006000
248000,0.0000004000
248100,0.0000004000
248200,0.0000006000
248300,0.0000004000
248400,0.0000004000
248500,0.0000004000
248600,0.0000004000
248700,0.0000002000
248800,0.0000006000
248900,0.0000006000
249000,0.0000004000
249100,0.0000002000
249200,0.0000002000
249300,0.0000006000
249400,0.0000006000
249500,0.0000004000
249600,0.0000004000
249700,0.0000002000
249800,0.0000006000
249900,0.0000006000
250000,0.0000006000
250100,0.0000006000
250200,0.0000002000
250300,0.0000002000
250400,0.0000004000
250500,0.0000004000
250600,0.0000006000
250700,0.0000004000
250800,0.0000004000
250900,0.0000006000
251000,0.0000006000
251100,0.0000006000
251200,0.0000002000
251300,0.0000004000
251400,0.0000004000
251500,0.0000002000
251600,0.0000004000
251700,0.0000004000
251800,0.0000006000
251900,0.0000006000
252000,0.0000004000
252100,0.0000002000
252200,0.0000004000
252300,0.0000004000
252400,0.0000006000
252500,0.0000006000
252600,0.0000006000
252700,0.0000004000
252800,0.0000004000
252900,0.0000002000
253000,0.0000004000
253100,0.0000002000
253200,0.0000002000
253300,0.0000004000
253400,0.0000006000
253500,0.0000004000
253600,0.0000006000
253700,0.0000002000
253800,0.0000006000
253900,0.0000004000
254000,0.0000006000
254100,0.0000004000
254200,0.0000006000
254300,0.0000004000
254400,0.0000004000
254500,0.0000004000
254600,0.0000002000
254700,0.0000004000
254800,0.0000004000
254900,0.0000004000
255000,0.0000004000
255100,0.0000004000
255200,0.0000002000
255300,0.0000004000
255400,0.0000004000
255500,0.0000002000
255600,0.0000004000
255700,0.0000004000
255800,0.0000004000
255900,0.0000004000
256000,0.0000004000
256100,0.0000002000
256200,0.0000006000
256300,0.0000004000
256400,0.0000004000
256500,0.0000004000
256600,0.0000006000
256700,0.0000004000
256800,0.0000006000
256900,0.0000006000
257000,0.0000006000
257100,0.0000002000
257200,0.0000004000
257300,0.0000002000
257400,0.0000006000
257500,0.0000004000
257600,0.0000002000
257700,0.0000006000
257800,0.0000004000
257900,0.0000004000
258000,0.0000004000
258100,0.0000004000
258200,0.0000008000
258300,0.0000004000
258400,0.0000002000
258500,0.0000006000
258600,0.0000006000
258700,0.0000006000
258800,0.0000006000
258900,0.0000006000
259000,0.0000004000
259100,0.0000004000
259200,0.0000004000
259300,0.0000006000
259400,0.0000006000
259500,0.0000002000
259600,0.0000004000
259700,0.0000004000
259800,0.0000002000
259900,0.0000004000
260000,0.0000004000
260100,0.0000004000
260200,0.0000004000
260300,0.0000006000
260400,0.0000004000
260500,0.0000006000
260600,0.0000004000
260700,0.0000004000
260800,0.0000004000
260900,0.0000004000
261000,0.0000002000
261100,0.0000006000
261200,0.0000004000
261300,0.0000004000
261400,0.0000002000
261500,0.0000004000
261600,0.0000004000
261700,0.0000002000
261800,0.0000002000
261900,0.0000004000
262000,0.0000004000
262100,0.0000004000
262200,0.0000004000
262300,0.0000006000
262400,0.0000006000
262500,0.0000006000
262600,0.0000002000
262700,0.0000006000
262800,0.0000004000
262900,0.0000002000
263000,0.0000006000
263100,0.0000004000
263200,0.0000004000
263300,0.0000004000
263400,0.0000002000
263500,0.0000004000
263600,0.0000006000
263700,0.0000004000
263800,0.0000006000
263900,0.0000004000
264000,0.0000006000
264100,0.0000006000
264200,0.0000004000
264300,0.0000004000
264400,0.0000006000
264500,0.0000006000
264600,0.0000006000
264700,0.0000006000
264800,0.0000006000
264900,0.0000004000
265000,0.0000006000
265100,0.0000004000
265200,0.0000006000
265300,0.0000004000
265400,0.0000002000
265500,0.0000004000
265600,0.0000006000
265700,0.0000004000
265800,0.0000006000
265900,0.0000006000
266000,0.0000006000
266100,0.0000002000
266200,0.0000004000
266300,0.0000004000
266400,0.0000004000
266500,0.0000006000
266600,0.0000004000
266700,0.0000004000
266800,0.0000004000
266900,0.0000004000
267000,0.0000002000
267100,0.0000004000
267200,0.0000004000
267300,0.0000006000
267400,0.0000004000
267500,0.0000002000
267600,0.0000006000
267700,0.0000004000
267800,0.0000006000
267900,0.0000006000
268000,0.0000006000
268100,0.0000002000
268200,0.0000004000
268300,0.0000004000
268400,0.0000004000
268500,0.0000004000
268600,0.0000006000
268700,0.0000004000
268800,0.0000004000
268900,0.0000006000
269000,0.0000006000
269100,0.0000006000
269200,0.0000006000
269300,0.0000006000
269400,0.0000002000
269500,0.0000004000
269600,0.0000002000
269700,0.0000004000
269800,0.0000004000
269900,0.0000002000
270000,0.0000004000
270100,0.0000006000
270200,0.0000006000
270300,0.0000004000
270400,0.0000006000
270500,0.0000004000
270600,0.0000004000
270700,0.0000004000
270800,0.0000006000
270900,0.0000004000
271000,0.0000004000
271100,0.0000006000
271200,0.0000004000
271300,0.0000006000
271400,0.0000006000
271500,0.0000006000
271600,0.0000004000
271700,0.0000006000
271800,0.0000004000
271900,0.0000002000
272000,0.0000004000
272100,0.0000002000
272200,0.0000006000
272300,0.0000006000
272400,0.0000004000
272500,0.0000004000
272600,0.0000004000
272700,0.0000006000
272800,0.0000002000
272900,0.0000006000
273000,0.0000004000
273100,0.0000006000
273200,0.0000006000
273300,0.0000004000
273400,0.0000006000
273500,0.0000004000
273600,0.0000006000
273700,0.0000006000
273800,0.0000002000
273900,0.0000004000
274000,0.0000006000
274100,0.0000006000
274200,0.0000002000
274300,0.0000006000
274400,0.0000006000
274500,0.0000006000
274600,0.0000006000
274700,0.0000004000
274800,0.0000004000
274900,0.0000006000
275000,0.0000002000
275100,0.0000006000
275200,0.0000004000
275300,0.0000006000
275400,0.0000004000
275500,0.0000006000
275600,0.0000006000
275700,0.0000006000
275800,0.0000004000
275900,0.0000004000
276000,0.0000006000
276100,0.0000006000
276200,0.0000004000
276300,0.0000006000
276400,0.0000004000
276500,0.0000004000
276600,0.0000004000
276700,0.0000002000
276800,0.0000006000
276900,0.0000004000
277000,0.0000006000
277100,0.0000006000
277200,0.0000004000
277300,0.0000006000
277400,0.0000004000
277500,0.0000004000
277600,0.0000002000
277700,0.0000006000
277800,0.0000004000
277900,0.0000006000
278000,0.0000004000
278100,0.0000004000
278200,0.0000004000
278300,0.0000006000
278400,0.0000006000
278500,0.0000004000
278600,0.0000006000
278700,0.0000006000
278800,0.0000006000
278900,0.0000004000
279000,0.0000004000
279100,0.0000004000
279200,0.0000004000
279300,0.0000004000
279400,0.0000006000
279500,0.0000006000
279600,0.0000004000
279700,0.0000006000
279800,0.0000006000
279900,0.0000004000
280000,0.0000004000
280100,0.0000006000
280200,0.0000004000
280300,0.0000006000
280400,0.0000004000
280500,0.0000002000
280600,0.0000002000
280700,0.0000004000
280800,0.0000006000
280900,0.0000006000
281000,0.0000004000
281100,0.0000004000
281200,0.0000006000
281300,0.0000004000
281400,0.0000006000
281500,0.0000006000
281600,0.0000006000
281700,0.0000004000
281800,0.0000006000
281900,0.0000002000
282000,0.0000006000
282100,0.0000002000
282200,0.0000004000
282300,0.0000010000
282400,0.0000006000
282500,0.0000004000
282600,0.0000004000
282700,0.0000004000
282800,0.0000006000
282900,0.0000006000
283000,0.0000006000
283100,0.0000002000
283200,0.0000006000
283300,0.0000006000
283400,0.0000006000
283500,0.0000000000
283600,0.0000004000
283700,0.0000006000
283800,0.0000002000
283900,0.0000006000
284000,0.0000006000
284100,0.0000002000
284200,0.0000006000
284300,0.0000004000
284400,0.0000006000
284500,0.0000004000
284600,0.0000002000
284700,0.0000006000
284800,0.0000004000
284900,0.0000006000
285000,0.0000002000
285100,0.0000002000
285200,0.0000004000
285300,0.0000006000
285400,0.0000004000
285500,0.0000004000
285600,0.0000012000
285700,0.0000006000
285800,0.0000002000
285900,0.0000004000
286000,0.0000006000
286100,0.0000002000
286200,0.0000006000
286300,0.0000006000
286400,0.0000004000
286500,0.0000004000
286600,0.0000006000
286700,0.0000006000
286800,0.0000006000
286900,0.0000004000
287000,0.0000006000
287100,0.0000006000
287200,0.0000006000
287300,0.0000004000
287400,0.0000004000
287500,0.0000002000
287600,0.0000004000
287700,0.0000006000
287800,0.0000006000
287900,0.0000002000
288000,0.0000004000
288100,0.0000004000
288200,0.0000006000
288300,0.0000006000
288400,0.0000006000
288500,0.0000002000
288600,0.0000006000
288700,0.0000004000
288800,0.0000006000
288900,0.0000006000
289000,0.0000006000
289100,0.0000006000
289200,0.0000004000
289300,0.0000006000
289400,0.0000006000
289500,0.0000006000
289600,0.0000006000
289700,0.0000004000
289800,0.0000006000
289900,0.0000004000
290000,0.0000004000
290100,0.0000006000
290200,0.0000006000
290300,0.0000004000
290400,0.0000006000
290500,0.0000004000
290600,0.0000002000
290700,0.0000006000
290800,0.0000002000
290900,0.0000004000
291000,0.0000006000
291100,0.0000006000
291200,0.0000006000
291300,0.0000004000
291400,0.0000006000
291500,0.0000004000
291600,0.0000006000
291700,0.0000004000
291800,0.0000004000
291900,0.0000006000
292000,0.0000006000
292100,0.0000006000
292200,0.0000004000
292300,0.0000002000
292400,0.0000006000
292500,0.0000006000
292600,0.0000002000
292700,0.0000004000
292800,0.0000004000
292900,0.0000004000
293000,0.0000004000
293100,0.0000004000
293200,0.0000006000
293300,0.0000006000
293400,0.0000006000
293500,0.0000006000
293600,0.0000004000
293700,0.0000004000
293800,0.0000004000
293900,0.0000004000
294000,0.0000002000
294100,0.0000006000
294200,0.0000002000
294300,0.0000004000
294400,0.0000002000
294500,0.0000006000
294600,0.0000006000
294700,0.0000006000
294800,0.0000004000
294900,0.0000006000
295000,0.0000002000
295100,0.0000006000
295200,0.0000006000
295300,0.0000004000
295400,0.0000006000
295500,0.0000004000
295600,0.0000002000
295700,0.0000006000
295800,0.0000006000
295900,0.0000004000
296000,0.0000004000
296100,0.0000006000
296200,0.0000004000
296300,0.0000002000
296400,0.0000004000
296500,0.0000006000
296600,0.0000006000
296700,0.0000006000
296800,0.0000006000
296900,0.0000006000
297000,0.0000006000
297100,0.0000004000
297200,0.0000004000
297300,0.0000006000
297400,0.0000004000
297500,0.0000004000
297600,0.0000004000
297700,0.0000006000
297800,0.0000004000
297900,0.0000004000
298000,0.0000006000
298100,0.0000006000
298200,0.0000002000
298300,0.0000006000
298400,0.0000006000
298500,0.0000004000
298600,0.0000006000
298700,0.0000004000
298800,0.0000006000
298900,0.0000006000
299000,0.0000006000
299100,0.0000006000
299200,0.0000006000
299300,0.0000004000
299400,0.0000004000
299500,0.0000002000
299600,0.0000004000
299700,0.0000002000
299800,0.0000006000
299900,0.0000004000
300000,0.0000006000
300100,0.0000004000
300200,0.0000006000
300300,0.0000002000
300400,0.0000006000
300500,0.0000006000
300600,0.0000006000
300700,0.0000002000
300800,0.0000006000
300900,0.0000006000
301000,0.0000006000
301100,0.0000006000
301200,0.0000004000
301300,0.0000006000
301400,0.0000004000
301500,0.0000002000
301600,0.0000004000
301700,0.0000004000
301800,0.0000002000
301900,0.0000004000
302000,0.0000006000
302100,0.0000004000
302200,0.0000002000
302300,0.0000006000
302400,0.0000004000
302500,0.0000004000
302600,0.0000006000
302700,0.0000004000
302800,0.0000004000
302900,0.0000006000
303000,0.0000004000
303100,0.0000006000
303200,0.0000002000
303300,0.0000004000
303400,0.0000002000
303500,0.0000006000
303600,0.0000004000
303700,0.0000002000
303800,0.0000006000
303900,0.0000004000
304000,0.0000004000
304100,0.0000004000
304200,0.0000006000
304300,0.0000004000
304400,0.0000006000
304500,0.0000006000
304600,0.0000006000
304700,0.0000006000
304800,0.0000004000
304900,0.0000006000
305000,0.0000006000
305100,0.0000004000
305200,0.0000006000
305300,0.0000004000
305400,0.0000002000
305500,0.0000004000
305600,0.0000002000
305700,0.0000004000
305800,0.0000006000
305900,0.0000006000
306000,0.0000004000
306100,0.0000002000
306200,0.0000006000
306300,0.0000002000
306400,0.0000006000
306500,0.0000006000
306600,0.0000004000
306700,0.0000004000
306800,0.0000004000
306900,0.0000006000
307000,0.0000004000
307100,0.0000004000
307200,0.0000006000
307300,0.0000006000
307400,0.0000006000
307500,0.0000004000
307600,0.0000004000
307700,0.0000004000
307800,0.0000002000
307900,0.0000004000
308000,0.0000006000
308100,0.0000004000
308200,0.0000006000
308300,0.0000004000
308400,0.0000006000
308500,0.0000004000
308600,0.0000004000
308700,0.0000006000
308800,0.0000002000
308900,0.0000006000
309000,0.0000004000
309100,0.0000000000
309200,0.0000004000
309300,0.0000004000
309400,0.0000006000
309500,0.0000006000
309600,0.0000004000
309700,0.0000006000
309800,0.0000006000
309900,0.0000004000
310000,0.0000002000
310100,0.0000006000
310200,0.0000002000
310300,0.0000004000
310400,0.0000006000
310500,0.0000002000
310600,0.0000002000
310700,0.0000004000
310800,0.0000006000
310900,0.0000004000
311000,0.0000006000
311100,0.0000006000
311200,0.0000002000
311300,0.0000002000
311400,0.0000004000
311500,0.0000006000
311600,0.0000006000
311700,0.0000004000
311800,0.0000002000
311900,0.0000004000
312000,0.0000004000
312100,0.0000004000
312200,0.0000004000
312300,0.0000004000
312400,0.0000006000
312500,0.0000006000
312600,0.0000006000
312700,0.0000006000
312800,0.0000004000
312900,0.0000006000
313000,0.0000004000
313100,0.0000004000
313200,0.0000006000
313300,0.0000006000
313400,0.0000002000
313500,0.0000006000
313600,0.0000004000
313700,0.0000004000
313800,0.0000006000
313900,0.0000006000
314000,0.0000006000
314100,0.0000006000
314200,0.0000002000
314300,0.0000004000
314400,0.0000006000
314500,0.0000004000
314600,0.0000002000
314700,0.0000004000
314800,0.0000006000
314900,0.0000002000
315000,0.0000004000
315100,0.0000006000
315200,0.0000004000
315300,0.0000002000
315400,0.0000004000
315500,0.0000004000
315600,0.0000006000
315700,0.0000006000
315800,0.0000004000
315900,0.0000006000
316000,0.0000004000
316100,0.0000006000
316200,0.0000004000
316300,0.0000006000
316400,0.0000006000
316500,0.0000002000
316600,0.0000002000
316700,0.0000004000
316800,0.0000006000
316900,0.0000002000
317000,0.0000006000
317100,0.0000006000
317200,0.0000004000
317300,0.0000006000
317400,0.0000002000
317500,0.0000002000
317600,0.0000004000
317700,0.0000006000
317800,0.0000006000
317900,0.0000004000
318000,0.0000004000
318100,0.0000006000
318200,0.0000004000
318300,0.0000004000
318400,0.0000006000
318500,0.0000004000
318600,0.0000004000
318700,0.0000004000
318800,0.0000006000
318900,0.0000006000
319000,0.0000006000
319100,0.0000002000
319200,0.0000004000
319300,0.0000006000
319400,0.0000004000
319500,0.0000004000
319600,0.0000004000
319700,0.0000006000
319800,0.0000006000
319900,0.0000004000
320000,0.0000006000
320100,0.0000004000
320200,0.0000004000
320300,0.0000006000
320400,0.0000004000
320500,0.0000004000
320600,0.0000004000
320700,0.0000004000
320800,0.0000002000
320900,0.0000004000
321000,0.0000002000
321100,0.0000004000
321200,0.0000006000
321300,0.0000002000
321400,0.0000002000
321500,0.0000006000
321600,0.0000004000
321700,0.0000004000
321800,0.0000006000
321900,0.0000002000
322000,0.0000006000
322100,0.0000004000
322200,0.0000006000
322300,0.0000006000
322400,0.0000006000
322500,0.0000002000
322600,0.0000004000
322700,0.0000004000
322800,0.0000006000
322900,0.0000006000
323000,0.0000006000
323100,0.0000004000
323200,0.0000006000
323300,0.0000004000
323400,0.0000004000
323500,0.0000004000
323600,0.0000004000
323700,0.0000004000
323800,0.0000002000
323900,0.0000006000
324000,0.0000002000
324100,0.0000006000
324200,0.0000004000
324300,0.0000004000
324400,0.0000004000
324500,0.0000004000
324600,0.0000006000
324700,0.0000006000
324800,0.0000006000
324900,0.0000008000
325000,0.0000004000
325100,0.0000006000
325200,0.0000004000
325300,0.0000004000
325400,0.0000006000
325500,0.0000004000
325600,0.0000006000
325700,0.0000002000
325800,0.0000006000
325900,0.0000006000
326000,0.0000006000
326100,0.0000004000
326200,0.0000004000
326300,0.0000006000
326400,0.0000004000
326500,0.0000002000
326600,0.0000006000
326700,0.0000004000
326800,0.0000006000
326900,0.0000006000
327000,0.0000006000
327100,0.0000006000
327200,0.0000004000
327300,0.0000004000
327400,0.0000006000
327500,0.0000002000
327600,0.0000006000
327700,0.0000004000
327800,0.0000002000
327900,0.0000002000
328000,0.0000006000
328100,0.0000008000
328200,0.0000006000
328300,0.0000006000
328400,0.0000004000
328500,0.0000004000
328600,0.0000004000
328700,0.0000006000
328800,0.0000006000
328900,0.0000002000
329000,0.0000006000
329100,0.0000002000
329200,0.0000004000
329300,0.0000006000
329400,0.0000006000
329500,0.0000002000
329600,0.0000004000
329700,0.0000006000
329800,0.0000002000
329900,0.0000004000
330000,0.0000006000
330100,0.0000004000
330200,0.0000004000
330300,0.0000006000
330400,0.0000004000
330500,0.0000004000
330600,0.0000004000
330700,0.0000004000
330800,0.0000002000
330900,0.0000004000
331000,0.0000006000
331100,0.0000002000
331200,0.0000002000
331300,0.0000006000
331400,0.0000004000
331500,0.0000006000
331600,0.0000002000
331700,0.0000002000
331800,0.0000002000
331900,0.0000006000
332000,0.0000004000
332100,0.0000004000
332200,0.0000006000
332300,0.0000002000
332400,0.0000002000
332500,0.0000004000
332600,0.0000006000
332700,0.0000002000
332800,0.0000004000
332900,0.0000006000
333000,0.0000004000
333100,0.0000004000
333200,0.0000004000
333300,0.0000004000
333400,0.0000004000
333500,0.0000004000
333600,0.0000002000
333700,0.0000004000
333800,0.0000004000
333900,0.0000004000
334000,0.0000006000
334100,0.0000006000
334200,0.0000004000
334300,0.0000002000
334400,0.0000006000
334500,0.0000002000
334600,0.0000002000
334700,0.0000002000
334800,0.0000006000
334900,0.0000006000
335000,0.0000006000
335100,0.0000004000
335200,0.0000002000
335300,0.0000004000
335400,0.0000006000
335500,0.0000006000
335600,0.0000004000
335700,0.0000002000
335800,0.0000006000
335900,0.0000006000
336000,0.0000004000
336100,0.0000004000
336200,0.0000004000
336300,0.0000002000
336400,0.0000006000
336500,0.0000004000
336600,0.0000002000
336700,0.0000006000
336800,0.0000006000
336900,0.0000006000
337000,0.0000006000
337100,0.0000004000
337200,0.0000004000
337300,0.0000006000
337400,0.0000006000
337500,0.0000004000
337600,0.0000006000
337700,0.0000004000
337800,0.0000006000
337900,0.0000004000
338000,0.0000006000
338100,0.0000004000
338200,0.0000006000
338300,0.0000002000
338400,0.0000004000
338500,0.0000006000
338600,0.0000006000
338700,0.0000004000
338800,0.0000004000
338900,0.0000006000
339000,0.0000004000
339100,0.0000006000
339200,0.0000004000
339300,0.0000006000
339400,0.0000002000
339500,0.0000006000
339600,0.0000004000
339700,0.0000004000
339800,0.0000006000
339900,0.0000004000
340000,0.0000004000
340100,0.0000006000
340200,0.0000004000
340300,0.0000004000
340400,0.0000006000
340500,0.0000006000
340600,0.0000006000
340700,0.0000004000
340800,0.0000004000
340900,0.0000006000
341000,0.0000006000
341100,0.0000004000
341200,0.0000006000
341300,0.0000006000
341400,0.0000006000
341500,0.0000004000
341600,0.0000006000
341700,0.0000004000
341800,0.0000006000
341900,0.0000004000
342000,0.0000004000
342100,0.0000004000
342200,0.0000002000
342300,0.0000004000
342400,0.0000006000
342500,0.0000004000
342600,0.0000006000
342700,0.0000006000
342800,0.0000004000
342900,0.0000004000
343000,0.0000006000
343100,0.0000006000
343200,0.0000004000
343300,0.0000006000
343400,0.0000006000
343500,0.0000004000
343600,0.0000006000
343700,0.0000004000
343800,0.0000004000
343900,0.0000002000
344000,0.0000004000
344100,0.0000004000
344200,0.0000004000
344300,0.0000004000
344400,0.0000004000
344500,0.0000004000
344600,0.0000006000
344700,0.0000006000
344800,0.0000002000
344900,0.0000006000
345000,0.0000002000
345100,0.0000006000
345200,0.0000006000
345300,0.0000006000
345400,0.0000006000
345500,0.0000002000
345600,0.0000006000
345700,0.0000006000
345800,0.0000004000
345900,0.0000002000
346000,0.0000004000
346100,0.0000006000
346200,0.0000006000
346300,0.0000004000
346400,0.0000004000
346500,0.0000006000
346600,0.0000004000
346700,0.0000002000
346800,0.0000004000
346900,0.0000004000
347000,0.0000006000
347100,0.0000006000
347200,0.0000006000
347300,0.0000004000
347400,0.0000004000
347500,0.0000002000
347600,0.0000006000
347700,0.0000004000
347800,0.0000004000
347900,0.0000004000
348000,0.0000006000
348100,0.0000004000
348200,0.0000006000
348300,0.0000006000
348400,0.0000006000
348500,0.0000004000
348600,0.0000004000
348700,0.0000004000
348800,0.0000004000
348900,0.0000006000
349000,0.0000004000
349100,0.0000006000
349200,0.0000004000
349300,0.0000004000
349400,0.0000002000
349500,0.0000004000
349600,0.0000004000
349700,0.0000006000
349800,0.0000006000
349900,0.0000004000
350000,0.0000004000
350100,0.0000006000
350200,0.0000002000
350300,0.0000006000
350400,0.0000004000
350500,0.0000004000
350600,0.0000006000
350700,0.0000004000
350800,0.0000006000
350900,0.0000006000
351000,0.0000004000
351100,0.0000004000
351200,0.0000006000
351300,0.0000006000
351400,0.0000004000
351500,0.0000006000
351600,0.0000006000
351700,0.0000006000
351800,0.0000004000
351900,0.0000006000
352000,0.0000004000
352100,0.0000004000
352200,0.0000006000
352300,0.0000002000
352400,0.0000006000
352500,0.0000004000
352600,0.0000004000
352700,0.0000004000
352800,0.0000006000
352900,0.0000006000
353000,0.0000002000
353100,0.0000006000
353200,0.0000004000
353300,0.0000004000
353400,0.0000006000
353500,0.0000004000
353600,0.0000004000
353700,0.0000006000
353800,0.0000006000
353900,0.0000006000
354000,0.0000006000
354100,0.0000006000
354200,0.0000002000
354300,0.0000006000
354400,0.0000004000
354500,0.0000002000
354600,0.0000006000
354700,0.0000004000
354800,0.0000006000
354900,0.0000004000
355000,0.0000002000
355100,0.0000004000
355200,0.0000006000
355300,0.0000004000
355400,0.0000006000
355500,0.0000004000
355600,0.0000006000
355700,0.0000004000
355800,0.0000004000
355900,0.0000004000
356000,0.0000002000
356100,0.0000004000
356200,0.0000006000
356300,0.0000006000
356400,0.0000006000
356500,0.0000004000
356600,0.0000004000
356700,0.0000004000
356800,0.0000004000
356900,0.0000004000
357000,0.0000006000
357100,0.0000004000
357200,0.0000002000
357300,0.0000006000
357400,0.0000004000
357500,0.0000004000
357600,0.0000002000
357700,0.0000006000
357800,0.0000006000
357900,0.0000004000
358000,0.0000006000
358100,0.0000006000
358200,0.0000006000
358300,0.0000006000
358400,0.0000006000
358500,0.0000006000
358600,0.0000002000
358700,0.0000006000
358800,0.0000006000
358900,0.0000006000
359000,0.0000004000
359100,0.0000004000
359200,0.0000006000
359300,0.0000006000
359400,0.0000006000
359500,0.0000010000
359600,0.0000008000
359700,0.0000004000
359800,0.0000006000
359900,0.0000004000
360000,0.0000006000
360100,0.0000002000
360200,0.0000006000
360300,0.0000006000
360400,0.0000006000
360500,0.0000006000
360600,0.0000006000
360700,0.0000006000
360800,0.0000004000
360900,0.0000002000
361000,0.0000002000
361100,0.0000004000
361200,0.0000006000
361300,0.0000006000
361400,0.0000004000
361500,0.0000004000
361600,0.0000004000
361700,0.0000002000
361800,0.0000006000
361900,0.0000004000
362000,0.0000004000
362100,0.0000004000
362200,0.0000006000
362300,0.0000006000
362400,0.0000006000
362500,0.0000006000
362600,0.0000004000
362700,0.0000004000
362800,0.0000002000
362900,0.0000004000
363000,0.0000006000
363100,0.0000004000
363200,0.0000006000
363300,0.0000004000
363400,0.0000006000
363500,0.0000006000
363600,0.0000006000
363700,0.0000006000
363800,0.0000006000
363900,0.0000004000
364000,0.0000004000
364100,0.0000004000
364200,0.0000004000
364300,0.0000004000
364400,0.0000004000
364500,0.0000006000
364600,0.0000004000
364700,0.0000006000
364800,0.0000002000
364900,0.0000002000
365000,0.0000004000
365100,0.0000006000
365200,0.0000006000
365300,0.0000006000
365400,0.0000006000
365500,0.0000004000
365600,0.0000004000
365700,0.0000004000
365800,0.0000002000
365900,0.0000004000
366000,0.0000002000
366100,0.0000006000
366200,0.0000006000
366300,0.0000006000
366400,0.0000004000
366500,0.0000006000
366600,0.0000006000
366700,0.0000006000
366800,0.0000004000
366900,0.0000004000
367000,0.0000004000
367100,0.0000004000
367200,0.0000006000
367300,0.0000006000
367400,0.0000006000
367500,0.0000002000
367600,0.0000006000
367700,0.0000006000
367800,0.0000002000
367900,0.0000006000
368000,0.0000006000
368100,0.0000006000
368200,0.0000006000
368300,0.0000004000
368400,0.0000004000
368500,0.0000004000
368600,0.0000004000
368700,0.0000006000
368800,0.0000004000
368900,0.0000002000
369000,0.0000002000
369100,0.0000002000
369200,0.0000006000
369300,0.0000004000
369400,0.0000006000
369500,0.0000002000
369600,0.0000008000
369700,0.0000004000
369800,0.0000004000
369900,0.0000006000
370000,0.0000004000
370100,0.0000006000
370200,0.0000006000
370300,0.0000004000
370400,0.0000004000
370500,0.0000004000
370600,0.0000002000
370700,0.0000006000
370800,0.0000006000
370900,0.0000006000
371000,0.0000006000
371100,0.0000004000
371200,0.0000006000
371300,0.0000006000
371400,0.0000006000
371500,0.0000004000
371600,0.0000006000
371700,0.0000002000
371800,0.0000004000
371900,0.0000006000
372000,0.0000006000
372100,0.0000002000
372200,0.0000004000
372300,0.0000006000
372400,0.0000004000
372500,0.0000006000
372600,0.0000004000
372700,0.0000004000
372800,0.0000004000
372900,0.0000006000
373000,0.0000006000
373100,0.0000006000
373200,0.0000004000
373300,0.0000004000
373400,0.0000006000
373500,0.0000006000
373600,0.0000006000
373700,0.0000004000
373800,0.0000004000
373900,0.0000002000
374000,0.0000006000
374100,0.0000004000
374200,0.0000006000
374300,0.0000004000
374400,0.0000004000
374500,0.0000006000
374600,0.0000006000
374700,0.0000004000
374800,0.0000006000
374900,0.0000004000
375000,0.0000004000
375100,0.0000004000
375200,0.0000004000
375300,0.0000006000
375400,0.0000006000
375500,0.0000006000
375600,0.0000006000
375700,0.0000006000
